,Title,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Release Year
546,Fahrenheit 9/11 ,119194771,103252111,222446882,war,2004
547,Back to the Future Part II ,119000002,213500000,332500002,adventure,1989
547,Back to the Future Part II ,119000002,213500000,332500002,comedy,1989
547,Back to the Future Part II ,119000002,213500000,332500002,scifi,1989
548,The Sum of All Fears ,118907036,75014336,193921372,action,2002
548,The Sum of All Fears ,118907036,75014336,193921372,drama,2002
548,The Sum of All Fears ,118907036,75014336,193921372,thriller,2002
548,The Sum of All Fears ,118907036,75014336,193921372,war,2002
549,Hairspray ,118871849,84681462,203553311,comedy,2007
549,Hairspray ,118871849,84681462,203553311,drama,2007
549,Hairspray ,118871849,84681462,203553311,musical,2007
549,Hairspray ,118871849,84681462,203553311,romance,2007
550,The Break-Up ,118703275,86964935,205668210,comedy,2006
550,The Break-Up ,118703275,86964935,205668210,drama,2006
550,The Break-Up ,118703275,86964935,205668210,romance,2006
551,A Series of Unfortunate Events ,118634549,92833686,211468235,adventure,2004
551,A Series of Unfortunate Events ,118634549,92833686,211468235,comedy,2004
551,A Series of Unfortunate Events ,118634549,92833686,211468235,family,2004
551,A Series of Unfortunate Events ,118634549,92833686,211468235,fantasy,2004
552,Blades of Glory ,118594548,27115799,145710347,comedy,2007
552,Blades of Glory ,118594548,27115799,145710347,sport,2007
553,Salt ,118311368,175191986,293503354,action,2010
553,Salt ,118311368,175191986,293503354,thriller,2010
554,Basic Instinct ,117727224,235200000,352927224,drama,1992
554,Basic Instinct ,117727224,235200000,352927224,mystery,1992
554,Basic Instinct ,117727224,235200000,352927224,thriller,1992
555,Now You See Me ,117723989,234000000,351723989,crime,2013
555,Now You See Me ,117723989,234000000,351723989,mystery,2013
555,Now You See Me ,117723989,234000000,351723989,thriller,2013
556,Ford v Ferrari ,117624357,107883853,225508210,action,2019
556,Ford v Ferrari ,117624357,107883853,225508210,biography,2019
556,Ford v Ferrari ,117624357,107883853,225508210,drama,2019
556,Ford v Ferrari ,117624357,107883853,225508210,sport,2019
557,Big Momma's House ,117559438,56400000,173959438,action,2000
557,Big Momma's House ,117559438,56400000,173959438,comedy,2000
557,Big Momma's House ,117559438,56400000,173959438,crime,2000
558,Die Hard 2 ,117540947,122490327,240031274,action,1990
558,Die Hard 2 ,117540947,122490327,240031274,thriller,1990
559,Horrible Bosses ,117538559,92300000,209838559,comedy,2011
559,Horrible Bosses ,117538559,92300000,209838559,crime,2011
560,The Nun ,117450119,248101575,365551694,horror,2018
560,The Nun ,117450119,248101575,365551694,mystery,2018
560,The Nun ,117450119,248101575,365551694,thriller,2018
561,Jackass 3D ,117229692,54456100,171685792,action,2010
561,Jackass 3D ,117229692,54456100,171685792,comedy,2010
561,Jackass 3D ,117229692,54456100,171685792,documentary,2010
562,Ocean's Thirteen ,117154724,194157900,311312624,crime,2007
562,Ocean's Thirteen ,117154724,194157900,311312624,thriller,2007
563,Jungle Cruise ,116987516,103901930,220889446,action,2021
563,Jungle Cruise ,116987516,103901930,220889446,adventure,2021
563,Jungle Cruise ,116987516,103901930,220889446,comedy,2021
563,Jungle Cruise ,116987516,103901930,220889446,fantasy,2021
564,S.W.A.T. ,116934650,90790989,207725639,action,2003
564,S.W.A.T. ,116934650,90790989,207725639,adventure,2003
564,S.W.A.T. ,116934650,90790989,207725639,crime,2003
564,S.W.A.T. ,116934650,90790989,207725639,thriller,2003
565,The Wolf of Wall Street ,116900694,275100000,392000694,biography,2013
565,The Wolf of Wall Street ,116900694,275100000,392000694,comedy,2013
565,The Wolf of Wall Street ,116900694,275100000,392000694,crime,2013
565,The Wolf of Wall Street ,116900694,275100000,392000694,drama,2013
566,8 Mile ,116750901,126124177,242875078,drama,2002
566,8 Mile ,116750901,126124177,242875078,music,2002
567,Double Jeopardy ,116741558,61100000,177841558,crime,1999
567,Double Jeopardy ,116741558,61100000,177841558,drama,1999
567,Double Jeopardy ,116741558,61100000,177841558,mystery,1999
567,Double Jeopardy ,116741558,61100000,177841558,thriller,1999
568,Lee Daniels' The Butler ,116632095,60681700,177313795,biography,2013
568,Lee Daniels' The Butler ,116632095,60681700,177313795,drama,2013
569,Green Lantern ,116601172,103250000,219851172,action,2011
569,Green Lantern ,116601172,103250000,219851172,adventure,2011
569,Green Lantern ,116601172,103250000,219851172,scifi,2011
570,Notting Hill ,116089678,247800000,363889678,comedy,1999
570,Notting Hill ,116089678,247800000,363889678,drama,1999
570,Notting Hill ,116089678,247800000,363889678,romance,1999
571,You've Got Mail ,115821495,135000000,250821495,comedy,1998
571,You've Got Mail ,115821495,135000000,250821495,drama,1998
571,You've Got Mail ,115821495,135000000,250821495,romance,1998
572,Ghost Rider ,115802596,112935797,228738393,action,2007
572,Ghost Rider ,115802596,112935797,228738393,fantasy,2007
572,Ghost Rider ,115802596,112935797,228738393,thriller,2007
573,Remember the Titans ,115719751,21051932,136771683,biography,2000
573,Remember the Titans ,115719751,21051932,136771683,drama,2000
573,Remember the Titans ,115719751,21051932,136771683,sport,2000
574,Creed II ,115715889,98500000,214215889,drama,2018
574,Creed II ,115715889,98500000,214215889,sport,2018
575,District 9 ,115646235,95242715,210888950,action,2009
575,District 9 ,115646235,95242715,210888950,scifi,2009
575,District 9 ,115646235,95242715,210888950,thriller,2009
576,Unbroken ,115637895,45821402,161459297,action,2014
576,Unbroken ,115637895,45821402,161459297,biography,2014
576,Unbroken ,115637895,45821402,161459297,drama,2014
576,Unbroken ,115637895,45821402,161459297,sport,2014
576,Unbroken ,115637895,45821402,161459297,war,2014
577,Peter Rabbit ,115253424,236242642,351496066,adventure,2018
577,Peter Rabbit ,115253424,236242642,351496066,animation,2018
577,Peter Rabbit ,115253424,236242642,351496066,comedy,2018
577,Peter Rabbit ,115253424,236242642,351496066,crime,2018
577,Peter Rabbit ,115253424,236242642,351496066,drama,2018
577,Peter Rabbit ,115253424,236242642,351496066,family,2018
577,Peter Rabbit ,115253424,236242642,351496066,fantasy,2018
578,Girls Trip ,115171585,25380774,140552359,adventure,2017
578,Girls Trip ,115171585,25380774,140552359,comedy,2017
578,Girls Trip ,115171585,25380774,140552359,drama,2017
579,Dumbo ,114766307,238518314,353284621,adventure,2019
579,Dumbo ,114766307,238518314,353284621,family,2019
579,Dumbo ,114766307,238518314,353284621,fantasy,2019
580,Fifty Shades Darker ,114581250,266964596,381545846,drama,2017
580,Fifty Shades Darker ,114581250,266964596,381545846,romance,2017
581,Dodgeball: A True Underdog Story ,114326736,54096491,168423227,comedy,2004
581,Dodgeball: A True Underdog Story ,114326736,54096491,168423227,sport,2004
582,The Village ,114197520,142500000,256697520,drama,2004
582,The Village ,114197520,142500000,256697520,mystery,2004
582,The Village ,114197520,142500000,256697520,thriller,2004
583,Bolt ,114053579,195926415,309979994,adventure,2008
583,Bolt ,114053579,195926415,309979994,animation,2008
583,Bolt ,114053579,195926415,309979994,comedy,2008
583,Bolt ,114053579,195926415,309979994,crime,2008
583,Bolt ,114053579,195926415,309979994,drama,2008
583,Bolt ,114053579,195926415,309979994,family,2008
583,Bolt ,114053579,195926415,309979994,scifi,2008
584,Maleficent: Mistress of Evil ,113929605,377800484,491730089,adventure,2019
584,Maleficent: Mistress of Evil ,113929605,377800484,491730089,family,2019
584,Maleficent: Mistress of Evil ,113929605,377800484,491730089,fantasy,2019
585,Wild Wild West ,113804681,108300000,222104681,action,1999
585,Wild Wild West ,113804681,108300000,222104681,comedy,1999
585,Wild Wild West ,113804681,108300000,222104681,scifi,1999
585,Wild Wild West ,113804681,108300000,222104681,western,1999
586,Night at the Museum: Secret of the Tomb ,113746621,249458014,363204635,adventure,2014
586,Night at the Museum: Secret of the Tomb ,113746621,249458014,363204635,comedy,2014
586,Night at the Museum: Secret of the Tomb ,113746621,249458014,363204635,family,2014
586,Night at the Museum: Secret of the Tomb ,113746621,249458014,363204635,fantasy,2014
587,Magic Mike ,113721571,54018390,167739961,comedy,2012
587,Magic Mike ,113721571,54018390,167739961,drama,2012
588,The Addams Family ,113502426,78000000,191502426,comedy,1991
588,The Addams Family ,113502426,78000000,191502426,fantasy,1991
589,The Patriot ,113330342,101964000,215294342,action,2000
589,The Patriot ,113330342,101964000,215294342,drama,2000
589,The Patriot ,113330342,101964000,215294342,history,2000
589,The Patriot ,113330342,101964000,215294342,war,2000
590,Bad Moms ,113257297,70678777,183936074,comedy,2016
591,The Bourne Legacy ,113203870,162940880,276144750,action,2012
591,The Bourne Legacy ,113203870,162940880,276144750,adventure,2012
591,The Bourne Legacy ,113203870,162940880,276144750,thriller,2012
592,The Pacifier ,113086868,85550000,198636868,action,2005
592,The Pacifier ,113086868,85550000,198636868,comedy,2005
592,The Pacifier ,113086868,85550000,198636868,drama,2005
592,The Pacifier ,113086868,85550000,198636868,family,2005
593,Dr. Dolittle 2 ,112952899,63151445,176104344,comedy,2001
593,Dr. Dolittle 2 ,112952899,63151445,176104344,family,2001
593,Dr. Dolittle 2 ,112952899,63151445,176104344,fantasy,2001
594,It's Complicated ,112735375,106368280,219103655,comedy,2009
594,It's Complicated ,112735375,106368280,219103655,drama,2009
594,It's Complicated ,112735375,106368280,219103655,romance,2009
595,Spy Kids ,112719001,35215179,147934180,action,2001
595,Spy Kids ,112719001,35215179,147934180,adventure,2001
595,Spy Kids ,112719001,35215179,147934180,comedy,2001
595,Spy Kids ,112719001,35215179,147934180,family,2001
595,Spy Kids ,112719001,35215179,147934180,scifi,2001
596,Face/Off ,112276146,133400000,245676146,action,1997
596,Face/Off ,112276146,133400000,245676146,crime,1997
596,Face/Off ,112276146,133400000,245676146,scifi,1997
596,Face/Off ,112276146,133400000,245676146,thriller,1997
597,The Hangover Part III ,112200072,249800000,362000072,comedy,2013
597,The Hangover Part III ,112200072,249800000,362000072,crime,2013
598,Twins ,111938388,104676000,216614388,comedy,1988
598,Twins ,111938388,104676000,216614388,crime,1988
599,Spy Kids 3-D: Game Over ,111761982,85339696,197101678,action,2003
599,Spy Kids 3-D: Game Over ,111761982,85339696,197101678,adventure,2003
599,Spy Kids 3-D: Game Over ,111761982,85339696,197101678,comedy,2003
599,Spy Kids 3-D: Game Over ,111761982,85339696,197101678,family,2003
599,Spy Kids 3-D: Game Over ,111761982,85339696,197101678,scifi,2003
600,Enemy of the State ,111549836,139299953,250849789,action,1998
600,Enemy of the State ,111549836,139299953,250849789,thriller,1998
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,adventure,2014
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,animation,2014
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,comedy,2014
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,family,2014
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,fantasy,2014
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,history,2014
601,Mr. Peabody & Sherman ,111506430,164191609,275698039,scifi,2014
602,The Last Samurai ,111127263,343500000,454627263,action,2003
602,The Last Samurai ,111127263,343500000,454627263,drama,2003
603,Glass ,111048468,135950571,246999039,drama,2019
603,Glass ,111048468,135950571,246999039,scifi,2019
603,Glass ,111048468,135950571,246999039,thriller,2019
604,Spy ,110825712,124840507,235666219,action,2015
604,Spy ,110825712,124840507,235666219,comedy,2015
605,Sing 2 ,110540715,82129000,192669715,adventure,2021
605,Sing 2 ,110540715,82129000,192669715,animation,2021
605,Sing 2 ,110540715,82129000,192669715,comedy,2021
605,Sing 2 ,110540715,82129000,192669715,family,2021
605,Sing 2 ,110540715,82129000,192669715,music,2021
605,Sing 2 ,110540715,82129000,192669715,musical,2021
606,Tropic Thunder ,110515313,85187650,195702963,action,2008
606,Tropic Thunder ,110515313,85187650,195702963,comedy,2008
606,Tropic Thunder ,110515313,85187650,195702963,war,2008
607,Godzilla: King of the Monsters ,110500138,276100000,386600138,action,2019
607,Godzilla: King of the Monsters ,110500138,276100000,386600138,adventure,2019
607,Godzilla: King of the Monsters ,110500138,276100000,386600138,fantasy,2019
607,Godzilla: King of the Monsters ,110500138,276100000,386600138,scifi,2019
608,Valentine's Day ,110485654,106000000,216485654,comedy,2010
608,Valentine's Day ,110485654,106000000,216485654,romance,2010
609,The Grudge ,110359362,76921753,187281115,horror,2004
609,The Grudge ,110359362,76921753,187281115,mystery,2004
609,The Grudge ,110359362,76921753,187281115,thriller,2004
610,Fun with Dick and Jane ,110332737,94349162,204681899,comedy,2005
610,Fun with Dick and Jane ,110332737,94349162,204681899,crime,2005
611,Freaky Friday ,110230332,50616000,160846332,comedy,2003
611,Freaky Friday ,110230332,50616000,160846332,family,2003
611,Freaky Friday ,110230332,50616000,160846332,fantasy,2003
611,Freaky Friday ,110230332,50616000,160846332,music,2003
611,Freaky Friday ,110230332,50616000,160846332,romance,2003
612,Trainwreck ,110212700,30583093,140795793,comedy,2015
612,Trainwreck ,110212700,30583093,140795793,drama,2015
612,Trainwreck ,110212700,30583093,140795793,romance,2015
613,Bedtime Stories ,110101975,102772889,212874864,adventure,2008
613,Bedtime Stories ,110101975,102772889,212874864,comedy,2008
613,Bedtime Stories ,110101975,102772889,212874864,family,2008
613,Bedtime Stories ,110101975,102772889,212874864,fantasy,2008
613,Bedtime Stories ,110101975,102772889,212874864,romance,2008
613,Bedtime Stories ,110101975,102772889,212874864,scifi,2008
614,Scary Movie 3 ,110003217,110670000,220673217,comedy,2003
615,Creed ,109767581,63800000,173567581,action,2015
615,Creed ,109767581,63800000,173567581,drama,2015
615,Creed ,109767581,63800000,173567581,sport,2015
616,Star Trek IV: The Voyage Home ,109713132,109713132,109713132,action,1986
616,Star Trek IV: The Voyage Home ,109713132,109713132,109713132,adventure,1986
616,Star Trek IV: The Voyage Home ,109713132,109713132,109713132,comedy,1986
616,Star Trek IV: The Voyage Home ,109713132,109713132,109713132,scifi,1986
617,The 40-Year-Old Virgin ,109449237,67929408,177378645,comedy,2005
617,The 40-Year-Old Virgin ,109449237,67929408,177378645,romance,2005
618,Couples Retreat ,109204945,62639895,171844840,comedy,2009
619,A Time to Kill ,108766007,43500000,152266007,crime,1996
619,A Time to Kill ,108766007,43500000,152266007,drama,1996
619,A Time to Kill ,108766007,43500000,152266007,thriller,1996
620,Black Hawk Down ,108638745,64350906,172989651,action,2001
620,Black Hawk Down ,108638745,64350906,172989651,drama,2001
620,Black Hawk Down ,108638745,64350906,172989651,history,2001
620,Black Hawk Down ,108638745,64350906,172989651,war,2001
621,Terms of Endearment ,108423489,260,108423749,comedy,1983
621,Terms of Endearment ,108423489,260,108423749,drama,1983
622,Ace Ventura: When Nature Calls ,108385533,104000000,212385533,adventure,1995
622,Ace Ventura: When Nature Calls ,108385533,104000000,212385533,comedy,1995
622,Ace Ventura: When Nature Calls ,108385533,104000000,212385533,crime,1995
623,The Upside ,108252517,17603663,125856180,comedy,2017
623,The Upside ,108252517,17603663,125856180,drama,2017
624,The Princess Diaries ,108248956,57086197,165335153,comedy,2001
624,The Princess Diaries ,108248956,57086197,165335153,family,2001
624,The Princess Diaries ,108248956,57086197,165335153,romance,2001
